job_id,job_title,company,location,work_mode,job_category,job_description,required_skills,soft_skills,tools_mentioned,internship_duration,date_posted,source_platform,clean_description,extracted_skills,extracted_technical_skills,extracted_tools,extracted_soft_skills,skill_flag_aws,skill_flag_adobe_illustrator,skill_flag_adobe_photoshop,skill_flag_adobe_premiere_pro,skill_flag_agile,skill_flag_azure,skill_flag_blender,skill_flag_c#,skill_flag_c++,skill_flag_crm,skill_flag_docker,skill_flag_erp,skill_flag_excel,skill_flag_expressjs,skill_flag_figma,skill_flag_firebase,skill_flag_flutter,skill_flag_git,skill_flag_github,skill_flag_google_cloud,skill_flag_google_data_studio,skill_flag_html_css,skill_flag_it_documentation,skill_flag_java,skill_flag_javascript,skill_flag_linux,skill_flag_looker,skill_flag_mongodb,skill_flag_mysql,skill_flag_nlp,skill_flag_nodejs,skill_flag_numpy,skill_flag_oop,skill_flag_php,skill_flag_postgresql,skill_flag_power_bi,skill_flag_pytorch,skill_flag_python,skill_flag_r,skill_flag_rest_api,skill_flag_react,skill_flag_react_native,skill_flag_sql,skill_flag_sqlite,skill_flag_tableau,skill_flag_tensorflow,skill_flag_typescript,skill_flag_uat,skill_flag_ui_ux_design,skill_flag_unity,skill_flag_analytical_thinking,skill_flag_business_process,skill_flag_communication,skill_flag_computer_vision,skill_flag_cybersecurity,skill_flag_dashboard,skill_flag_data_cleaning,skill_flag_data_visualization,skill_flag_deep_learning,skill_flag_documentation,skill_flag_firewall,skill_flag_game_development,skill_flag_incident_response,skill_flag_machine_learning,skill_flag_motion_graphics,skill_flag_networking,skill_flag_pandas,skill_flag_presentation,skill_flag_problem_solving,skill_flag_prototyping,skill_flag_reporting,skill_flag_requirements_analysis,skill_flag_scikit_learn,skill_flag_software_testing,skill_flag_stakeholder_management,skill_flag_statistics,skill_flag_system_analysis,skill_flag_teamwork,skill_flag_troubleshooting,skill_flag_video_editing,skill_flag_vulnerability_assessment,skill_flag_wireframing
J028,AI Product Intern,VoiceFlow Systems,Singapore,Hybrid,Product Analyst Intern,"Support AI product analytics, review NLP model outputs, track product metrics, and prepare stakeholder presentation materials.",NLP; machine learning; SQL; dashboard; reporting,presentation; stakeholder management; communication,Looker; Excel,5 months,2026-05-18,Company Careers,support ai product analytics review nlp model outputs track product metrics and prepare stakeholder presentation materials,Excel; Looker; NLP; SQL; communication; dashboard; machine learning; presentation; reporting; stakeholder management,Excel; Looker; NLP; SQL; dashboard; machine learning; reporting,Excel; Looker,communication; presentation; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
J029,Analytics Engineering Intern,NorthStar Data,Remote Malaysia,Remote,Data Analyst Intern,"Model analytics tables, maintain PostgreSQL queries, build data documentation, and support dashboard-ready datasets.",SQL; PostgreSQL; data cleaning; reporting; dashboard,documentation; problem solving; teamwork,PostgreSQL; Tableau,6 months,2026-04-21,LinkedIn,model analytics tables maintain postgresql queries build data documentation and support dashboard ready datasets,PostgreSQL; SQL; Tableau; dashboard; data cleaning; documentation; problem solving; reporting; teamwork,PostgreSQL; SQL; Tableau; dashboard; data cleaning; reporting,PostgreSQL; Tableau,documentation; problem solving; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
J030,Business Analyst Intern,Silverline Insurance,Kuala Lumpur,On-site,Business Analyst Intern,"Prepare requirement notes, analyze claims data in Excel, validate SQL reports, and present dashboard insights to business stakeholders.",Excel; SQL; reporting; dashboard; data visualization,stakeholder management; presentation; communication,Excel; Power BI,4 months,2026-05-19,Glassdoor,prepare requirement notes analyze claims data in excel validate sql reports and present dashboard insights to business stakeholders,Excel; Power BI; SQL; communication; dashboard; data visualization; presentation; reporting; stakeholder management,Excel; Power BI; SQL; dashboard; data visualization; reporting,Excel; Power BI,communication; presentation; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
J031,Data Visualization Intern,CityPulse Media,Petaling Jaya,Hybrid,Data Analyst Intern,"Create visual reports, design Tableau dashboard pages, clean campaign data, and communicate trends to marketing managers.",Tableau; data visualization; data cleaning; reporting; Excel,communication; presentation; analytical thinking,Tableau; Excel,3 months,2026-05-20,LinkedIn,create visual reports design tableau dashboard pages clean campaign data and communicate trends to marketing managers,Excel; Tableau; analytical thinking; communication; dashboard; data cleaning; data visualization; presentation; reporting,Excel; Tableau; dashboard; data cleaning; data visualization; reporting,Excel; Tableau,analytical thinking; communication; presentation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J032,Machine Learning Operations Intern,ModelCraft,Cyberjaya,Hybrid,AI / Machine Learning Intern,"Track model metrics, prepare Python evaluation scripts, support Azure machine learning experiments, and document deployment results.",Python; machine learning; Azure; scikit-learn; reporting,documentation; problem solving; teamwork,Azure; scikit-learn,6 months,2026-04-27,Company Careers,track model metrics prepare python evaluation scripts support azure machine learning experiments and document deployment results,Azure; Python; documentation; machine learning; problem solving; reporting; scikit-learn; teamwork,Azure; Python; machine learning; reporting; scikit-learn,Azure; scikit-learn,documentation; problem solving; teamwork,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
J033,Finance Data Intern,AtlasBank,Kuala Lumpur,On-site,Data Analyst Intern,"Clean financial datasets, use SQL for reconciliation checks, build Excel reports, and prepare Power BI dashboard updates.",SQL; Excel; Power BI; data cleaning; reporting,documentation; communication; analytical thinking,Excel; Power BI,6 months,2026-05-02,Indeed,clean financial datasets use sql for reconciliation checks build excel reports and prepare power bi dashboard updates,Excel; Power BI; SQL; analytical thinking; communication; dashboard; data cleaning; documentation; reporting,Excel; Power BI; SQL; dashboard; data cleaning; reporting,Excel; Power BI,analytical thinking; communication; documentation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J034,Product Analyst Intern,FitLoop,Remote Malaysia,Remote,Product Analyst Intern,"Analyze subscription metrics, use Python and SQL for retention analysis, create dashboards, and write product insight notes.",Python; SQL; dashboard; reporting; data visualization,analytical thinking; communication; presentation,Tableau; Excel,5 months,2026-04-19,Wellfound,analyze subscription metrics use python and sql for retention analysis create dashboards and write product insight notes,Excel; Python; SQL; Tableau; analytical thinking; communication; dashboard; data visualization; presentation; reporting,Excel; Python; SQL; Tableau; dashboard; data visualization; reporting,Excel; Tableau,analytical thinking; communication; presentation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J035,Data Intern,FreshRoute,Johor Bahru,On-site,Data Analyst Intern,"Support supply chain reporting, clean Excel files, update SQLite datasets, and create basic Matplotlib visualizations.",Python; Excel; SQLite; data cleaning; data visualization,teamwork; documentation; problem solving,Excel; SQLite,3 months,2026-05-01,Handshake,support supply chain reporting clean excel files update sqlite datasets and create basic matplotlib visualizations,Excel; Python; SQLite; data cleaning; data visualization; documentation; problem solving; reporting; teamwork,Excel; Python; SQLite; data cleaning; data visualization; reporting,Excel; SQLite,documentation; problem solving; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
J036,Cloud Data Intern,SkyLedger,Penang,Hybrid,Software Engineering Intern,"Help test cloud data storage, write SQL checks, prepare Python scripts, and compare AWS and Google Cloud analytics workflows.",Python; SQL; AWS; Google Cloud; data cleaning,documentation; problem solving; communication,AWS; Google Cloud,6 months,2026-05-09,Company Careers,help test cloud data storage write sql checks prepare python scripts and compare aws and google cloud analytics workflows,AWS; Google Cloud; Python; SQL; communication; data cleaning; documentation; problem solving,AWS; Google Cloud; Python; SQL; data cleaning,AWS; Google Cloud,communication; documentation; problem solving,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J037,Customer Insights Intern,OmniShop,Kuala Lumpur,Hybrid,Business Analyst Intern,"Analyze survey and transaction data, prepare stakeholder reports, create Power BI visuals, and present customer insights.",Excel; Power BI; reporting; data visualization; SQL,stakeholder management; presentation; communication,Excel; Power BI,4 months,2026-04-30,LinkedIn,analyze survey and transaction data prepare stakeholder reports create power bi visuals and present customer insights,Excel; Power BI; SQL; communication; data visualization; presentation; reporting; stakeholder management,Excel; Power BI; SQL; data visualization; reporting,Excel; Power BI,communication; presentation; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
J038,AI Data Intern,AutoVision Labs,Selangor,On-site,AI / Machine Learning Intern,"Clean sensor datasets, label image samples, run computer vision experiments, and evaluate TensorFlow model outputs.",Python; TensorFlow; computer vision; deep learning; data cleaning,problem solving; teamwork; documentation,TensorFlow,6 months,2026-05-06,Glassdoor,clean sensor datasets label image samples run computer vision experiments and evaluate tensorflow model outputs,Python; TensorFlow; computer vision; data cleaning; deep learning; documentation; problem solving; teamwork,Python; TensorFlow; computer vision; data cleaning; deep learning,TensorFlow,documentation; problem solving; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
J039,Reporting Analyst Intern,UniServe,Cyberjaya,Hybrid,Data Analyst Intern,"Build monthly service reports, validate SQL data, maintain dashboards, and write concise documentation for operations leaders.",SQL; reporting; dashboard; Excel; data visualization,documentation; communication; analytical thinking,Excel; Tableau,3 months,2026-05-03,Indeed,build monthly service reports validate sql data maintain dashboards and write concise documentation for operations leaders,Excel; SQL; Tableau; analytical thinking; communication; dashboard; data visualization; documentation; reporting,Excel; SQL; Tableau; dashboard; data visualization; reporting,Excel; Tableau,analytical thinking; communication; documentation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J040,Product Operations Analyst Intern,Travelio,Singapore,Hybrid,Product Analyst Intern,"Review booking funnel data, create Looker dashboards, summarize product operations issues, and communicate recommendations.",SQL; Looker; dashboard; reporting; data visualization,communication; presentation; stakeholder management,Looker,6 months,2026-05-12,LinkedIn,review booking funnel data create looker dashboards summarize product operations issues and communicate recommendations,Looker; SQL; communication; dashboard; data visualization; presentation; reporting; stakeholder management,Looker; SQL; dashboard; data visualization; reporting,Looker,communication; presentation; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
J041,Database Intern,SecureData Systems,Kuala Lumpur,On-site,Software Engineering Intern,"Maintain MySQL tables, run SQL quality checks, document database changes, and assist with Python data exports.",SQL; MySQL; Python; data cleaning; reporting,documentation; teamwork; problem solving,MySQL,4 months,2026-04-17,Company Careers,maintain mysql tables run sql quality checks document database changes and assist with python data exports,MySQL; Python; SQL; data cleaning; documentation; problem solving; reporting; teamwork,MySQL; Python; SQL; data cleaning; reporting,MySQL,documentation; problem solving; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
J042,Junior Data Analyst Intern,SolarWise,Remote Malaysia,Remote,Data Analyst Intern,"Use pandas to clean solar monitoring data, create charts, prepare weekly reports, and maintain a Streamlit dashboard prototype.",Python; pandas; data cleaning; data visualization; dashboard,communication; documentation; analytical thinking,pandas; Streamlit,5 months,2026-05-21,Handshake,use pandas to clean solar monitoring data create charts prepare weekly reports and maintain a streamlit dashboard prototype,Python; analytical thinking; communication; dashboard; data cleaning; data visualization; documentation; pandas; prototyping; reporting,Python; dashboard; data cleaning; data visualization; pandas; prototyping; reporting,pandas,analytical thinking; communication; documentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
J043,Marketing Analytics Intern,AdVantage Studio,Petaling Jaya,Hybrid,Data Analyst Intern,"Analyze campaign performance, build Google Data Studio reports, clean spreadsheets, and present insights to account teams.",Google Data Studio; Excel; reporting; data visualization; dashboard,presentation; communication; stakeholder management,Google Data Studio; Excel,3 months,2026-05-07,LinkedIn,analyze campaign performance build google data studio reports clean spreadsheets and present insights to account teams,Excel; Google Data Studio; communication; dashboard; data visualization; presentation; reporting; stakeholder management,Excel; Google Data Studio; dashboard; data visualization; reporting,Excel; Google Data Studio,communication; presentation; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
J044,Business Data Intern,CarePlus,Penang,On-site,Data Analyst Intern,"Support business data requests, prepare Excel analysis, validate SQL results, and document dashboard requirements.",Excel; SQL; reporting; dashboard; data cleaning,stakeholder management; documentation; communication,Excel; Power BI,4 months,2026-05-13,Indeed,support business data requests prepare excel analysis validate sql results and document dashboard requirements,Excel; Power BI; SQL; communication; dashboard; data cleaning; documentation; reporting; stakeholder management,Excel; Power BI; SQL; dashboard; data cleaning; reporting,Excel; Power BI,communication; documentation; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
J045,AI Analytics Intern,TalentMatch AI,Remote Malaysia,Remote,Data Analyst Intern,"Analyze resume text data, build NLP features, evaluate machine learning models, and create dashboard summaries of hiring insights.",Python; NLP; machine learning; scikit-learn; dashboard,analytical thinking; documentation; presentation,scikit-learn; Tableau,6 months,2026-05-14,Wellfound,analyze resume text data build nlp features evaluate machine learning models and create dashboard summaries of hiring insights,NLP; Python; Tableau; analytical thinking; dashboard; documentation; machine learning; presentation; scikit-learn,NLP; Python; Tableau; dashboard; machine learning; scikit-learn,Tableau; scikit-learn,analytical thinking; documentation; presentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
J046,Software Engineering Intern,ByteGarden,Kuala Lumpur,Hybrid,Software Engineering Intern,"Build web application features using JavaScript, React, REST API integration, Git, and unit testing in an agile sprint team.",JavaScript; React; REST API; Git; software testing,teamwork; problem solving; documentation,Git; GitHub,6 months,2026-05-22,LinkedIn,build web application features using javascript react rest api integration git and unit testing in an agile sprint team,Agile; Git; GitHub; JavaScript; REST API; React; documentation; problem solving; software testing; teamwork,Agile; Git; GitHub; JavaScript; REST API; React; software testing,Git; GitHub; React,documentation; problem solving; teamwork,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
J047,Frontend Developer Intern,PixelMart,Remote Malaysia,Remote,Software Engineering Intern,"Create responsive HTML and CSS pages, implement React components, connect API data, and document frontend behavior.",HTML/CSS; JavaScript; React; REST API; GitHub,communication; documentation; teamwork,GitHub; Figma,4 months,2026-05-21,Company Careers,create responsive html and css pages implement react components connect api data and document frontend behavior,Figma; GitHub; HTML/CSS; JavaScript; REST API; React; communication; documentation; teamwork,Figma; GitHub; HTML/CSS; JavaScript; REST API; React,Figma; GitHub; React,communication; documentation; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
J048,Backend Developer Intern,CoreLedger,Petaling Jaya,Hybrid,Software Engineering Intern,"Develop backend services with Node.js, Express.js, REST API endpoints, MySQL queries, Docker containers, and Git version control.",Node.js; Express.js; REST API; MySQL; Docker; Git,problem solving; documentation; teamwork,Docker; Git; MySQL,6 months,2026-05-19,Indeed,develop backend services with node js express js rest api endpoints mysql queries docker containers and git version control,Docker; Express.js; Git; JavaScript; MySQL; Node.js; REST API; documentation; problem solving; teamwork,Docker; Express.js; Git; JavaScript; MySQL; Node.js; REST API,Docker; Express.js; Git; MySQL; Node.js,documentation; problem solving; teamwork,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
J049,Full Stack Developer Intern,UrbanApps,Cyberjaya,Hybrid,Software Engineering Intern,"Support full stack development using React, Node.js, MongoDB, REST APIs, GitHub pull requests, and agile sprint planning.",React; Node.js; MongoDB; REST API; Agile; GitHub,teamwork; communication; problem solving,MongoDB; GitHub,6 months,2026-05-20,LinkedIn,support full stack development using react node js mongodb rest apis github pull requests and agile sprint planning,Agile; GitHub; JavaScript; MongoDB; Node.js; REST API; React; communication; problem solving; teamwork,Agile; GitHub; JavaScript; MongoDB; Node.js; REST API; React,GitHub; MongoDB; Node.js; React,communication; problem solving; teamwork,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
J050,Mobile App Developer Intern,PocketWave,Kuala Lumpur,On-site,Software Engineering Intern,"Build mobile screens with Flutter, connect Firebase authentication, test app flows, and document technical decisions.",Flutter; Firebase; software testing; Git; REST API,documentation; teamwork; problem solving,Flutter; Firebase; Git,4 months,2026-05-18,Company Careers,build mobile screens with flutter connect firebase authentication test app flows and document technical decisions,Firebase; Flutter; Git; REST API; documentation; problem solving; software testing; teamwork,Firebase; Flutter; Git; REST API; software testing,Firebase; Flutter; Git,documentation; problem solving; teamwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
J051,QA Software Testing Intern,TestHive,Penang,Hybrid,Software Engineering Intern,"Write test cases, perform software testing, report bugs, validate REST API responses, and support agile release cycles.",software testing; REST API; Git; Agile; documentation,analytical thinking; communication; problem solving,Git; GitHub,3 months,2026-05-16,Indeed,write test cases perform software testing report bugs validate rest api responses and support agile release cycles,Agile; Git; GitHub; REST API; analytical thinking; communication; documentation; problem solving; software testing,Agile; Git; GitHub; REST API; software testing,Git; GitHub,analytical thinking; communication; documentation; problem solving,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
J052,DevOps Intern,CloudForge,Remote Malaysia,Remote,Software Engineering Intern,"Assist with Docker containers, GitHub actions, AWS deployment checks, Linux commands, and documentation for release pipelines.",Docker; GitHub; AWS; Linux; documentation,problem solving; teamwork; documentation,Docker; GitHub; AWS; Linux,6 months,2026-05-15,Company Careers,assist with docker containers github actions aws deployment checks linux commands and documentation for release pipelines,AWS; Docker; GitHub; Linux; documentation; problem solving; teamwork,AWS; Docker; GitHub; Linux,AWS; Docker; GitHub; Linux,documentation; problem solving; teamwork,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
J053,Information Systems Intern,BizFlow Systems,Kuala Lumpur,Hybrid,Information Systems Intern,"Support system analysis, gather requirements, document business process workflows, assist UAT, and update CRM records.",system analysis; requirements analysis; business process; UAT; CRM,stakeholder management; communication; documentation,CRM; Excel,6 months,2026-05-22,LinkedIn,support system analysis gather requirements document business process workflows assist uat and update crm records,CRM; Excel; UAT; business process; communication; documentation; requirements analysis; stakeholder management; system analysis,CRM; Excel; UAT; business process; requirements analysis; system analysis,Excel,communication; documentation; stakeholder management,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
J054,System Analyst Intern,BrightOps,Shah Alam,On-site,Information Systems Intern,"Map business process flows, write system requirements, prepare UAT scenarios, and coordinate with software developers.",system analysis; requirements analysis; UAT; business process,stakeholder management; communication; analytical thinking,Excel; Jira,4 months,2026-05-17,Indeed,map business process flows write system requirements prepare uat scenarios and coordinate with software developers,Excel; UAT; analytical thinking; business process; communication; requirements analysis; stakeholder management; system analysis,Excel; UAT; business process; requirements analysis; system analysis,Excel,analytical thinking; communication; stakeholder management,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
J055,ERP Functional Intern,SupplyNexa,Johor Bahru,On-site,Information Systems Intern,"Assist ERP users, document process issues, validate SAP data, prepare user acceptance testing notes, and support reporting.",ERP; UAT; business process; reporting; Excel,communication; documentation; problem solving,ERP; Excel,6 months,2026-05-12,Company Careers,assist erp users document process issues validate sap data prepare user acceptance testing notes and support reporting,ERP; Excel; UAT; business process; communication; documentation; problem solving; reporting,ERP; Excel; UAT; business process; reporting,Excel,communication; documentation; problem solving,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
J056,Business Systems Intern,CareLink Digital,Remote Malaysia,Remote,Information Systems Intern,"Analyze workflow gaps, document CRM requirements, support system configuration, and prepare training documentation for users.",CRM; requirements analysis; system analysis; IT documentation,communication; stakeholder management; documentation,CRM; Google Data Studio,5 months,2026-05-11,LinkedIn,analyze workflow gaps document crm requirements support system configuration and prepare training documentation for users,CRM; Google Data Studio; IT documentation; business process; communication; documentation; requirements analysis; stakeholder management; system analysis,CRM; Google Data Studio; IT documentation; business process; requirements analysis; system analysis,Google Data Studio,communication; documentation; stakeholder management,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
